Match #,Date,Player 1,Points Won,Player 2,Points Won,Rounds,Winner,P1 ID,P1 KScore,P1 Old,P1 Change,P1 New,P2 ID,P2 KScore,P2 Old,P2 Change,P2 New
168,4/12/2014,Jon Conrad 1069,3,Peter Tarle 1091,5,4.00,P2,1069,20,1552.51,-5.42,1547.09,1091,40,1448.01,10.84,1458.85
169,4/12/2014,Jon Conrad 1069,6,Dave Brown 1092,2,4.00,P1,1069,20,1547.09,3.65,1550.74,1092,40,1500.00,-7.31,1492.69
170,4/12/2014,Jon Conrad 1069,6,Rob Mader 1067,2,4.00,P1,1069,20,1550.74,3.76,1554.50,1067,40,1507.53,-7.53,1500.00
171,4/12/2014,Jon Conrad 1069,6,Bob Mader 1097,2,4.00,P1,1069,20,1554.50,3.44,1557.94,1097,40,1500.00,-6.89,1493.11
172,4/12/2014,Jon Conrad 1069,5,John Quaiser 1098,3,4.00,P1,1069,20,1557.94,0.85,1558.79,1098,40,1500.00,-1.70,1498.30
173,4/12/2014,Jon Conrad 1069,6,Richard Voisin 1099,2,4.00,P1,1069,20,1558.79,3.32,1562.11,1099,40,1500.00,-6.65,1493.35
174,4/12/2014,Paul Brubacher 1085,2,Jason Beierling 1063,6,4.00,P2,1085,40,1500.00,-7.66,1492.34,1063,40,1540.91,7.66,1548.57
175,4/12/2014,Paul Brubacher 1085,0,Tom Johnston 1087,8,4.00,P2,1085,40,1492.34,-19.36,1472.98,1087,40,1503.50,19.36,1522.86
176,4/12/2014,Paul Brubacher 1085,0,Ab Leitch 1061,8,4.00,P2,1085,40,1472.98,-17.16,1455.82,1061,40,1522.67,17.16,1539.83
177,4/12/2014,Paul Brubacher 1085,6,Murray Perdue 1088,2,4.00,P1,1085,40,1455.82,12.71,1468.53,1088,40,1503.18,-12.71,1490.47
178,4/12/2014,Paul Brubacher 1085,4,Barry Kiggins 1079,4,4.00,TIE,1085,40,1468.53,2.77,1471.30,1079,40,1516.89,-2.77,1514.12
179,4/12/2014,Paul Brubacher 1085,6,Dennis Ernest 1089,2,4.00,P1,1085,40,1471.30,11.28,1482.58,1089,40,1493.48,-11.28,1482.20
180,4/12/2014,Paul Brubacher 1085,6,Bob Jones 1090,2,4.00,P1,1085,40,1482.58,10.07,1492.65,1090,40,1483.84,-10.07,1473.77
181,4/12/2014,Paul Brubacher 1085,5,Nathan Walsh 1060,3,4.00,P1,1085,40,1492.65,5.55,1498.20,1060,40,1502.13,-5.55,1496.58
182,4/12/2014,Paul Brubacher 1085,6,Louis Gauthier 1080,2,4.00,P1,1085,40,1498.20,12.17,1510.37,1080,40,1535.99,-12.17,1523.82
183,4/12/2014,Paul Brubacher 1085,4,Matt Brown 1081,4,4.00,TIE,1085,40,1510.37,-0.25,1510.12,1081,40,1506.08,0.25,1506.33
184,4/12/2014,Paul Brubacher 1085,8,Peter Tarle 1091,0,4.00,P1,1085,40,1510.12,17.07,1527.19,1091,40,1458.85,-17.07,1441.78
185,4/12/2014,Paul Brubacher 1085,8,Dave Brown 1092,0,4.00,P1,1085,40,1527.19,18.02,1545.21,1092,40,1492.69,-18.02,1474.67
186,4/12/2014,Paul Brubacher 1085,3,Rob Mader 1067,5,4.00,P2,1085,40,1545.21,-7.59,1537.62,1067,40,1500.00,7.59,1507.59
187,4/12/2014,Paul Brubacher 1085,5,Bob Mader 1097,3,4.00,P1,1085,40,1537.62,2.45,1540.07,1097,40,1493.11,-2.45,1490.66
188,4/12/2014,Paul Brubacher 1085,8,John Quaiser 1098,0,4.00,P1,1085,40,1540.07,17.61,1557.68,1098,40,1498.30,-17.61,1480.69
189,4/12/2014,Paul Brubacher 1085,4,Richard Voisin 1099,4,4.00,TIE,1085,40,1557.68,-3.66,1554.02,1099,40,1493.35,3.66,1497.01
190,4/12/2014,Fred Slater 1072,4,Jason Beierling 1063,4,4.00,TIE,1072,40,1534.60,0.80,1535.40,1063,40,1548.57,-0.80,1547.77
191,4/12/2014,Fred Slater 1072,8,Tom Johnston 1087,1,4.50,P1,1072,40,1535.40,16.69,1552.09,1087,40,1522.86,-16.69,1506.17
192,4/12/2014,Fred Slater 1072,7,Ab Leitch 1061,0,3.50,P1,1072,40,1552.09,16.88,1568.97,1061,40,1539.83,-16.88,1522.95
193,4/12/2014,Fred Slater 1072,5,Murray Perdue 1088,3,4.00,P1,1072,40,1568.97,0.56,1569.53,1088,40,1490.47,-0.56,1489.91
194,4/12/2014,Fred Slater 1072,6,Barry Kiggins 1079,2,4.00,P1,1072,40,1569.53,6.84,1576.37,1079,40,1514.12,-6.84,1507.28
195,4/12/2014,Fred Slater 1072,6,Dennis Ernest 1089,2,4.00,P1,1072,40,1576.37,4.71,1581.08,1089,40,1482.20,-4.71,1477.49
196,4/12/2014,Fred Slater 1072,8,Bob Jones 1090,0,4.00,P1,1072,40,1581.08,14.01,1595.09,1090,40,1473.77,-14.01,1459.76
197,4/12/2014,Fred Slater 1072,0,Nathan Walsh 1060,8,4.00,P2,1072,40,1595.09,-25.52,1569.57,1060,40,1496.58,25.52,1522.10
198,4/12/2014,Fred Slater 1072,3,Louis Gauthier 1080,5,4.00,P2,1072,40,1569.57,-7.62,1561.95,1080,40,1523.82,7.62,1531.44
199,4/12/2014,Fred Slater 1072,5,Matt Brown 1081,3,4.00,P1,1072,40,1561.95,1.83,1563.78,1081,40,1506.33,-1.83,1504.50
200,4/12/2014,Fred Slater 1072,4,Peter Tarle 1091,4,4.00,TIE,1072,40,1563.78,-6.75,1557.03,1091,40,1441.78,6.75,1448.53
201,4/12/2014,Fred Slater 1072,4,Dave Brown 1092,4,4.00,TIE,1072,40,1557.03,-4.65,1552.38,1092,40,1474.67,4.65,1479.32
202,4/12/2014,Fred Slater 1072,4,Rob Mader 1067,4,4.00,TIE,1072,40,1552.38,-2.56,1549.82,1067,40,1507.59,2.56,1510.15
203,4/12/2014,Fred Slater 1072,8,Bob Mader 1097,0,4.00,P1,1072,40,1549.82,16.63,1566.45,1097,40,1490.66,-16.63,1474.03
204,4/12/2014,Fred Slater 1072,5,John Quaiser 1098,3,4.00,P1,1072,40,1566.45,0.16,1566.61,1098,40,1480.69,-0.16,1480.53
205,4/12/2014,Fred Slater 1072,6,Richard Voisin 1099,2,4.00,P1,1072,40,1566.61,6.05,1572.66,1099,40,1497.01,-6.05,1490.96
206,4/12/2014,Roy Campbell 1086,5,Jason Beierling 1063,3,4.00,P1,1086,40,1522.99,6.42,1529.41,1063,40,1547.77,-6.42,1541.35
207,4/12/2014,Roy Campbell 1086,4,Tom Johnston 1087,6,5.00,P2,1086,40,1529.41,-6.67,1522.74,1087,40,1506.17,6.67,1512.84
208,4/12/2014,Roy Campbell 1086,2,Ab Leitch 1061,4,3.00,P2,1086,40,1522.74,-4.99,1517.75,1061,40,1522.95,4.99,1527.94
209,4/12/2014,Roy Campbell 1086,6,Murray Perdue 1088,2,4.00,P1,1086,40,1517.75,8.40,1526.15,1088,40,1489.91,-8.40,1481.51
210,4/12/2014,Roy Campbell 1086,4,Barry Kiggins 1079,4,4.00,TIE,1086,40,1526.15,-1.09,1525.06,1079,40,1507.28,1.09,1508.37
211,4/12/2014,Roy Campbell 1086,6,Dennis Ernest 1089,2,4.00,P1,1086,40,1525.06,7.28,1532.34,1089,40,1477.49,-7.28,1470.21
212,4/12/2014,Roy Campbell 1086,8,Bob Jones 1090,0,4.00,P1,1086,40,1532.34,15.88,1548.22,1090,40,1459.76,-15.88,1443.88
213,4/12/2014,Roy Campbell 1086,1,Nathan Walsh 1060,7,4.00,P2,1086,40,1548.22,-16.50,1531.72,1060,20,1522.10,8.25,1530.35
214,4/12/2014,Roy Campbell 1086,6,Louis Gauthier 1080,2,4.00,P1,1086,40,1531.72,9.98,1541.70,1080,40,1531.44,-9.98,1521.46
215,4/12/2014,Roy Campbell 1086,3,Matt Brown 1081,5,4.00,P2,1086,40,1541.70,-7.13,1534.57,1081,40,1504.50,7.13,1511.63
216,4/12/2014,Roy Campbell 1086,6,Peter Tarle 1091,2,4.00,P1,1086,40,1534.57,5.15,1539.72,1091,40,1448.53,-5.15,1443.38
217,4/12/2014,Roy Campbell 1086,4,Dave Brown 1092,4,4.00,TIE,1086,40,1539.72,-3.44,1536.28,1092,40,1479.32,3.44,1482.76
218,4/12/2014,Roy Campbell 1086,4,Rob Mader 1067,4,4.00,TIE,1086,40,1536.28,-1.50,1534.78,1067,40,1510.15,1.50,1511.65
219,4/12/2014,Roy Campbell 1086,4,Bob Mader 1097,4,4.00,TIE,1086,40,1534.78,-3.46,1531.32,1097,40,1474.03,3.46,1477.49
220,4/12/2014,Roy Campbell 1086,6,John Quaiser 1098,2,4.00,P1,1086,40,1531.32,7.10,1538.42,1098,40,1480.53,-7.10,1473.43
221,4/12/2014,Roy Campbell 1086,8,Richard Voisin 1099,0,4.00,P1,1086,40,1538.42,17.28,1555.70,1099,40,1490.96,-17.28,1473.68
222,4/12/2014,Jason Beierling 1063,6,Barry Kiggins 1079,2,4.00,P1,1063,40,1541.35,8.11,1549.46,1079,40,1508.37,-8.11,1500.26
223,4/12/2014,Jason Beierling 1063,8,Dennis Ernest 1089,0,4.00,P1,1063,40,1549.46,15.52,1564.98,1089,40,1470.21,-15.52,1454.69
224,4/12/2014,Jason Beierling 1063,8,Bob Jones 1090,0,4.00,P1,1063,40,1564.98,13.30,1578.28,1090,40,1443.88,-13.30,1430.58
225,4/12/2014,Jason Beierling 1063,3,Nathan Walsh 1060,5,4.00,P2,1063,40,1578.28,-7.74,1570.54,1060,20,1530.35,3.87,1534.22
226,4/12/2014,Jason Beierling 1063,8,Louis Gauthier 1080,0,4.00,P1,1063,40,1570.54,17.19,1587.73,1080,40,1521.46,-17.19,1504.27
227,4/12/2014,Jason Beierling 1063,4,Matt Brown 1081,4,4.00,TIE,1063,40,1587.73,-4.31,1583.42,1081,40,1511.63,4.31,1515.94
228,4/12/2014,Jason Beierling 1063,5,Peter Tarle 1091,3,4.00,P1,1063,40,1583.42,-2.65,1580.77,1091,40,1443.38,2.65,1446.03
229,4/12/2014,Jason Beierling 1063,4,Dave Brown 1092,4,4.00,TIE,1063,40,1580.77,-5.50,1575.27,1092,40,1482.76,5.50,1488.26
230,4/12/2014,Jason Beierling 1063,6,Rob Mader 1067,2,4.00,P1,1063,40,1575.27,6.38,1581.65,1067,40,1511.65,-6.38,1505.27
231,4/12/2014,Jason Beierling 1063,4,Bob Mader 1097,4,4.00,TIE,1063,40,1581.65,-5.82,1575.83,1097,40,1477.49,5.82,1483.31
232,4/12/2014,Jason Beierling 1063,3,John Quaiser 1098,5,4.00,P2,1063,40,1575.83,-10.73,1565.10,1098,40,1473.43,10.73,1484.16
233,4/12/2014,Jason Beierling 1063,6,Richard Voisin 1099,2,4.00,P1,1063,20,1565.10,2.43,1567.53,1099,40,1473.68,-4.86,1468.82
234,4/12/2014,Tom Johnston 1087,6,Barry Kiggins 1079,0,3.00,P1,1087,40,1512.84,14.46,1527.30,1079,40,1500.26,-14.46,1485.80
235,4/12/2014,Tom Johnston 1087,4,Dennis Ernest 1089,2,3.00,P1,1087,40,1527.30,1.91,1529.21,1089,40,1454.69,-1.91,1452.78
236,4/12/2014,Tom Johnston 1087,7,Bob Jones 1090,0,3.50,P1,1087,40,1529.21,12.66,1541.87,1090,40,1430.58,-12.66,1417.92
237,4/12/2014,Tom Johnston 1087,0,Nathan Walsh 1060,4,2.00,P2,1087,40,1541.87,-10.22,1531.65,1060,20,1534.22,5.11,1539.33
238,4/12/2014,Tom Johnston 1087,2,Louis Gauthier 1080,5,3.50,P2,1087,40,1531.65,-8.88,1522.77,1080,40,1504.27,8.88,1513.15
239,4/12/2014,Tom Johnston 1087,4,Matt Brown 1081,4,4.00,TIE,1087,40,1522.77,-0.39,1522.38,1081,40,1515.94,0.39,1516.33
240,4/12/2014,Tom Johnston 1087,3,Peter Tarle 1091,8,5.50,P2,1087,40,1522.38,-18.45,1503.93,1091,40,1446.03,18.45,1464.48
241,4/12/2014,Tom Johnston 1087,4,Dave Brown 1092,8,6.00,P2,1087,40,1503.93,-11.35,1492.58,1092,40,1488.26,11.35,1499.61
242,4/12/2014,Tom Johnston 1087,6,Rob Mader 1067,6,6.00,TIE,1087,40,1492.58,1.10,1493.68,1067,40,1505.27,-1.10,1504.17
243,4/12/2014,Tom Johnston 1087,4,Bob Mader 1097,2,3.00,P1,1087,40,1493.68,4.55,1498.23,1097,40,1483.31,-4.55,1478.76
244,4/12/2014,Tom Johnston 1087,6,John Quaiser 1098,2,4.00,P1,1087,40,1498.23,9.19,1507.42,1098,40,1484.16,-9.19,1474.97
245,4/12/2014,Tom Johnston 1087,4,Richard Voisin 1099,2,3.00,P1,1087,40,1507.42,3.34,1510.76,1099,40,1468.82,-3.34,1465.48
246,4/12/2014,Ab Leitch 1061,8,Barry Kiggins 1079,2,5.00,P1,1061,40,1527.94,11.98,1539.92,1079,40,1485.80,-11.98,1473.82
247,4/12/2014,Ab Leitch 1061,6,Dennis Ernest 1089,4,5.00,P1,1061,40,1539.92,-1.14,1538.78,1089,40,1452.78,1.14,1453.92
248,4/12/2014,Ab Leitch 1061,8,Bob Jones 1090,1,4.50,P1,1061,40,1538.78,9.97,1548.75,1090,40,1417.92,-9.97,1407.95
249,4/12/2014,Ab Leitch 1061,4,Nathan Walsh 1060,8,6.00,P2,1061,40,1548.75,-10.81,1537.94,1060,20,1539.33,5.41,1544.74
250,4/12/2014,Ab Leitch 1061,3,Louis Gauthier 1080,6,4.50,P2,1061,40,1537.94,-9.10,1528.84,1080,40,1513.15,9.10,1522.25
251,4/12/2014,Ab Leitch 1061,4,Matt Brown 1081,4,4.00,TIE,1061,40,1528.84,-0.72,1528.12,1081,40,1516.33,0.72,1517.05
252,4/12/2014,Ab Leitch 1061,0,Peter Tarle 1091,5,2.50,P2,1061,40,1528.12,-14.76,1513.36,1091,40,1464.48,14.76,1479.24
253,4/12/2014,Ab Leitch 1061,0,Dave Brown 1092,4,2.00,P2,1061,40,1513.36,-10.40,1502.96,1092,40,1499.61,10.40,1510.01
254,4/12/2014,Ab Leitch 1061,2,Rob Mader 1067,2,2.00,TIE,1061,40,1502.96,0.03,1502.99,1067,40,1504.17,-0.03,1504.14
255,4/12/2014,Ab Leitch 1061,6,Bob Mader 1097,4,5.00,P1,1061,40,1502.99,3.26,1506.25,1097,40,1478.76,-3.26,1475.50
256,4/12/2014,Ab Leitch 1061,6,John Quaiser 1098,2,4.00,P1,1061,20,1506.25,4.10,1510.35,1098,40,1474.97,-8.20,1466.77
257,4/12/2014,Ab Leitch 1061,6,Richard Voisin 1099,4,5.00,P1,1061,20,1510.35,0.89,1511.24,1099,40,1465.48,-1.79,1463.69
258,4/12/2014,Murray Perdue 1088,2,Barry Kiggins 1079,6,4.00,P2,1088,40,1481.51,-10.44,1471.07,1079,40,1473.82,10.44,1484.26
259,4/12/2014,Murray Perdue 1088,4,Dennis Ernest 1089,4,4.00,TIE,1088,40,1471.07,-0.99,1470.08,1089,40,1453.92,0.99,1454.91
260,4/12/2014,Murray Perdue 1088,2,Bob Jones 1090,6,4.00,P2,1088,40,1470.08,-13.54,1456.54,1090,40,1407.95,13.54,1421.49
261,4/12/2014,Murray Perdue 1088,0,Nathan Walsh 1060,8,4.00,P2,1088,40,1456.54,-15.03,1441.51,1060,20,1544.74,7.51,1552.25
262,4/12/2014,Murray Perdue 1088,4,Louis Gauthier 1080,4,4.00,TIE,1088,40,1441.51,4.57,1446.08,1080,40,1522.25,-4.57,1517.68
263,4/12/2014,Murray Perdue 1088,1,Matt Brown 1081,7,4.00,P2,1088,40,1446.08,-10.97,1435.11,1081,40,1517.05,10.97,1528.02
264,4/12/2014,Murray Perdue 1088,2,Peter Tarle 1091,6,4.00,P2,1088,40,1435.11,-7.47,1427.64,1091,40,1479.24,7.47,1486.71
265,4/12/2014,Murray Perdue 1088,4,Dave Brown 1092,4,4.00,TIE,1088,40,1427.64,4.65,1432.29,1092,40,1510.01,-4.65,1505.36
266,4/12/2014,Murray Perdue 1088,0,Rob Mader 1067,8,4.00,P2,1088,40,1432.29,-15.92,1416.37,1067,40,1504.14,15.92,1520.06
267,4/12/2014,Murray Perdue 1088,4,Bob Mader 1097,4,4.00,TIE,1088,40,1416.37,3.37,1419.74,1097,40,1475.50,-3.37,1472.13
268,4/12/2014,Murray Perdue 1088,4,John Quaiser 1098,4,4.00,TIE,1088,40,1419.74,2.69,1422.43,1098,40,1466.77,-2.69,1464.08
269,4/12/2014,Murray Perdue 1088,4,Richard Voisin 1099,4,4.00,TIE,1088,40,1422.43,2.36,1424.79,1099,40,1463.69,-2.36,1461.33
270,4/12/2014,Barry Kiggins 1079,2,Louis Gauthier 1080,6,4.00,P2,1079,40,1484.26,-8.08,1476.18,1080,40,1517.68,8.08,1525.76
271,4/12/2014,Barry Kiggins 1079,0,Matt Brown 1081,8,4.00,P2,1079,40,1476.18,-17.04,1459.14,1081,40,1528.02,17.04,1545.06
272,4/12/2014,Barry Kiggins 1079,4,Peter Tarle 1091,4,4.00,TIE,1079,40,1459.14,1.58,1460.72,1091,40,1486.71,-1.58,1485.13
273,4/12/2014,Barry Kiggins 1079,4,Dave Brown 1092,4,4.00,TIE,1079,40,1460.72,2.56,1463.28,1092,40,1505.36,-2.56,1502.80
274,4/12/2014,Barry Kiggins 1079,3,Rob Mader 1067,5,4.00,P2,1079,40,1463.28,-1.76,1461.52,1067,40,1520.06,1.76,1521.82
275,4/12/2014,Barry Kiggins 1079,4,Bob Mader 1097,4,4.00,TIE,1079,40,1461.52,0.61,1462.13,1097,40,1472.13,-0.61,1471.52
276,4/12/2014,Barry Kiggins 1079,2,John Quaiser 1098,6,4.00,P2,1079,40,1462.13,-9.89,1452.24,1098,40,1464.08,9.89,1473.97
277,4/12/2014,Barry Kiggins 1079,4,Richard Voisin 1099,4,4.00,TIE,1079,40,1452.24,0.52,1452.76,1099,40,1461.33,-0.52,1460.81
278,4/12/2014,Dennis Ernest 1089,1,Louis Gauthier 1080,7,4.00,P2,1089,40,1454.91,-10.98,1443.93,1080,40,1525.76,10.98,1536.74
279,4/12/2014,Dennis Ernest 1089,2,Matt Brown 1081,6,4.00,P2,1089,40,1443.93,-4.34,1439.59,1081,40,1545.06,4.34,1549.40
280,4/12/2014,Dennis Ernest 1089,2,Peter Tarle 1091,6,4.00,P2,1089,40,1439.59,-7.39,1432.20,1091,40,1485.13,7.39,1492.52
281,4/12/2014,Dennis Ernest 1089,2,Dave Brown 1092,6,4.00,P2,1089,40,1432.20,-5.99,1426.21,1092,40,1502.80,5.99,1508.79
282,4/12/2014,Dennis Ernest 1089,1,Rob Mader 1067,7,4.00,P2,1089,40,1426.21,-9.63,1416.58,1067,40,1521.82,9.63,1531.45
283,4/12/2014,Dennis Ernest 1089,3,Bob Mader 1097,5,4.00,P2,1089,40,1416.58,-1.86,1414.72,1097,40,1471.52,1.86,1473.38
284,4/12/2014,Dennis Ernest 1089,4,John Quaiser 1098,4,4.00,TIE,1089,40,1414.72,3.38,1418.10,1098,40,1473.97,-3.38,1470.59
285,4/12/2014,Dennis Ernest 1089,0,Richard Voisin 1099,8,4.00,P2,1089,40,1418.10,-17.55,1400.55,1099,40,1460.81,17.55,1478.36
286,4/12/2014,Bob Jones 1090,1,Louis Gauthier 1080,7,4.00,P2,1090,40,1421.49,-8.60,1412.89,1080,40,1536.74,8.60,1545.34
287,4/12/2014,Bob Jones 1090,4,Matt Brown 1081,4,4.00,TIE,1090,40,1412.89,7.48,1420.37,1081,40,1549.40,-7.48,1541.92
288,4/12/2014,Bob Jones 1090,2,Peter Tarle 1091,6,4.00,P2,1090,40,1420.37,-5.91,1414.46,1091,40,1492.52,5.91,1498.43
289,4/12/2014,Bob Jones 1090,2,Dave Brown 1092,6,4.00,P2,1090,40,1414.46,-4.70,1409.76,1092,40,1508.79,4.70,1513.49
290,4/12/2014,Bob Jones 1090,4,Rob Mader 1067,4,4.00,TIE,1090,40,1409.76,6.73,1416.49,1067,40,1531.45,-6.73,1524.72
291,4/12/2014,Bob Jones 1090,0,Bob Mader 1097,8,4.00,P2,1090,40,1416.49,-16.75,1399.74,1097,40,1473.38,16.75,1490.13
292,4/12/2014,Bob Jones 1090,6,John Quaiser 1098,2,4.00,P1,1090,40,1399.74,14.02,1413.76,1098,40,1470.59,-14.02,1456.57
293,4/12/2014,Bob Jones 1090,3,Richard Voisin 1099,5,4.00,P2,1090,40,1413.76,-1.32,1412.44,1099,40,1478.36,1.32,1479.68
294,4/12/2014,Nathan Walsh 1060,3,Louis Gauthier 1080,5,4.00,P2,1060,20,1552.25,-2.70,1549.55,1080,40,1545.34,5.40,1550.74
295,4/12/2014,Nathan Walsh 1060,4,Matt Brown 1081,4,4.00,TIE,1060,20,1549.55,-0.22,1549.33,1081,40,1541.92,0.44,1542.36
296,4/12/2014,Nathan Walsh 1060,6,Peter Tarle 1091,2,4.00,P1,1060,20,1549.33,3.55,1552.88,1091,40,1498.43,-7.09,1491.34
297,4/12/2014,Nathan Walsh 1060,4,Dave Brown 1092,4,4.00,TIE,1060,20,1552.88,-1.13,1551.75,1092,40,1513.49,2.26,1515.75
298,4/12/2014,Nathan Walsh 1060,7,Rob Mader 1067,1,4.00,P1,1060,20,1551.75,6.72,1558.47,1067,40,1524.72,-13.45,1511.27
299,4/12/2014,Nathan Walsh 1060,6,Bob Mader 1097,2,4.00,P1,1060,20,1558.47,3.06,1561.53,1097,40,1490.13,-6.12,1484.01
300,4/12/2014,Nathan Walsh 1060,7,John Quaiser 1098,1,4.00,P1,1060,20,1561.53,4.57,1566.10,1098,40,1456.57,-9.14,1447.43
301,4/12/2014,Nathan Walsh 1060,4,Richard Voisin 1099,4,4.00,TIE,1060,20,1566.10,-2.44,1563.66,1099,40,1479.68,4.87,1484.55
302,4/12/2014,Louis Gauthier 1080,6,Rob Mader 1067,2,4.00,P1,1080,40,1550.74,7.74,1558.48,1067,40,1511.27,-7.74,1503.53
303,4/12/2014,Louis Gauthier 1080,6,Bob Mader 1097,2,4.00,P1,1080,40,1558.48,5.78,1564.26,1097,40,1484.01,-5.78,1478.23
304,4/12/2014,Louis Gauthier 1080,8,John Quaiser 1098,0,4.00,P1,1080,40,1564.26,13.52,1577.78,1098,40,1447.43,-13.52,1433.91
305,4/12/2014,Louis Gauthier 1080,8,Richard Voisin 1099,0,4.00,P1,1080,40,1577.78,14.76,1592.54,1099,40,1484.55,-14.76,1469.79
306,4/12/2014,Matt Brown 1081,0,Rob Mader 1067,8,4.00,P2,1081,40,1542.36,-22.23,1520.13,1067,40,1503.53,22.23,1525.76
307,4/12/2014,Matt Brown 1081,5,Bob Mader 1097,3,4.00,P1,1081,40,1520.13,2.60,1522.73,1097,40,1478.23,-2.60,1475.63
308,4/12/2014,Matt Brown 1081,6,John Quaiser 1098,2,4.00,P1,1081,40,1522.73,5.00,1527.73,1098,40,1433.91,-5.00,1428.91
309,4/12/2014,Matt Brown 1081,4,Richard Voisin 1099,4,4.00,TIE,1081,40,1527.73,-3.30,1524.43,1099,40,1469.79,3.30,1473.09
310,4/12/2014,Peter Tarle 1091,2,Rob Mader 1067,6,4.00,P2,1091,40,1491.34,-8.03,1483.31,1067,40,1525.76,8.03,1533.79
311,4/12/2014,Peter Tarle 1091,3,Bob Mader 1097,5,4.00,P2,1091,40,1483.31,-5.44,1477.87,1097,40,1475.63,5.44,1481.07
312,4/12/2014,Peter Tarle 1091,6,John Quaiser 1098,2,4.00,P1,1091,40,1477.87,7.20,1485.07,1098,40,1428.91,-7.20,1421.71
313,4/12/2014,Peter Tarle 1091,2,Richard Voisin 1099,6,4.00,P2,1091,40,1485.07,-10.69,1474.38,1099,40,1473.09,10.69,1483.78
314,4/12/2014,Dave Brown 1092,2,Rob Mader 1067,6,4.00,P2,1092,40,1515.75,-8.96,1506.79,1067,40,1533.79,8.96,1542.75
315,4/12/2014,Dave Brown 1092,3,Bob Mader 1097,5,4.00,P2,1092,40,1506.79,-6.48,1500.31,1097,40,1481.07,6.48,1487.55
316,4/12/2014,Dave Brown 1092,8,John Quaiser 1098,0,4.00,P1,1092,40,1500.31,15.55,1515.86,1098,40,1421.71,-15.55,1406.16
317,4/12/2014,Dave Brown 1092,4,Richard Voisin 1099,4,4.00,TIE,1092,40,1515.86,-1.84,1514.02,1099,40,1483.78,1.84,1485.62
318,5/10/2014,John Harvey 1073,2,Jon Conrad 1069,6,4.00,P2,1073,40,1511.28,-7.09,1504.19,1069,20,1562.11,3.55,1565.66
319,5/10/2014,John Harvey 1073,6,Fred Slater 1072,2,4.00,P1,1073,40,1504.19,13.89,1518.08,1072,40,1572.66,-13.89,1558.77
320,5/10/2014,John Harvey 1073,1,Eric Miltenburg 1062,7,4.00,P2,1073,40,1518.08,-16.18,1501.90,1062,40,1497.57,16.18,1513.75
321,5/10/2014,John Harvey 1073,4,Nathan Walsh 1060,4,4.00,TIE,1073,40,1501.90,3.52,1505.42,1060,20,1563.66,-1.76,1561.90
322,5/10/2014,John Harvey 1073,2,Paul Brubacher 1085,6,4.00,P2,1073,40,1505.42,-7.22,1498.20,1085,40,1554.02,7.22,1561.24
323,5/10/2014,John Harvey 1073,4,Roger Vaillancourt 1093,4,4.00,TIE,1073,40,1498.20,0.10,1498.30,1093,40,1500.00,-0.10,1499.90
324,5/10/2014,John Harvey 1073,2,Ray Beierling 1064,6,4.00,P2,1073,40,1498.30,-6.30,1492.00,1064,40,1563.30,6.30,1569.60
325,5/10/2014,John Harvey 1073,1,Brian Cook 1068,7,4.00,P2,1073,40,1492.00,-12.50,1479.50,1068,40,1535.70,12.50,1548.20
326,5/10/2014,John Harvey 1073,0,Louis Gauthier 1080,8,4.00,P2,1073,40,1479.50,-13.71,1465.79,1080,40,1592.54,13.71,1606.25
327,5/10/2014,John Harvey 1073,3,Justin Slater 1071,5,4.00,P2,1073,40,1465.79,-1.04,1464.75,1071,40,1535.43,1.04,1536.47
328,5/10/2014,Paul Brubacher 1085,0,Brian Cook 1068,8,4.00,P2,1085,40,1561.24,-20.75,1540.49,1068,40,1548.20,20.75,1568.95
329,5/10/2014,Paul Brubacher 1085,2,Louis Gauthier 1080,6,4.00,P2,1085,40,1540.49,-6.26,1534.23,1080,40,1606.25,6.26,1612.51
330,5/10/2014,Paul Brubacher 1085,4,Justin Slater 1071,4,4.00,TIE,1085,40,1534.23,0.13,1534.36,1071,40,1536.47,-0.13,1536.34
331,5/10/2014,Paul Brubacher 1085,2,Jon Conrad 1069,6,4.00,P2,1085,40,1534.36,-8.20,1526.16,1069,20,1565.66,4.10,1569.76
332,5/10/2014,Paul Brubacher 1085,4,Fred Slater 1072,4,4.00,TIE,1085,40,1526.16,1.87,1528.03,1072,40,1558.77,-1.87,1556.90
333,5/10/2014,Paul Brubacher 1085,2,Eric Miltenburg 1062,6,4.00,P2,1085,40,1528.03,-10.82,1517.21,1062,40,1513.75,10.82,1524.57
334,5/10/2014,Paul Brubacher 1085,2,Nathan Walsh 1060,6,4.00,P2,1085,40,1517.21,-7.44,1509.77,1060,20,1561.90,3.72,1565.62
335,5/10/2014,Paul Brubacher 1085,8,Roger Vaillancourt 1093,0,4.00,P1,1085,40,1509.77,19.43,1529.20,1093,40,1499.90,-19.43,1480.47
336,5/10/2014,Paul Brubacher 1085,2,Ray Beierling 1064,6,4.00,P2,1085,40,1529.20,-7.68,1521.52,1064,40,1569.60,7.68,1577.28
337,5/10/2014,Eric Miltenburg 1062,2,Justin Slater 1071,6,4.00,P2,1062,40,1524.57,-9.32,1515.25,1071,40,1536.34,9.32,1545.66
338,5/10/2014,Eric Miltenburg 1062,2,Jon Conrad 1069,6,4.00,P2,1062,40,1515.25,-6.89,1508.36,1069,20,1569.76,3.44,1573.20
