Match #,Date,Player 1,Points Won,Player 2,Points Won,Rounds,Winner,P1 ID,P1 KScore,P1 Old,P1 Change,P1 New,P2 ID,P2 KScore,P2 Old,P2 Change,P2 New
3350,5/5/2018,Cathy Kuepfer 1107,6,Andrew Korchok 1159,2,4.00,P1,1107,20,1482.74,5.23,1487.97,1159,40,1490.63,-10.45,1480.18
3351,5/5/2018,Cathy Kuepfer 1107,4,Beverly Vaillancourt 1101,4,4.00,TIE,1107,20,1487.97,-0.08,1487.89,1101,20,1485.06,0.08,1485.14
3352,5/5/2018,Cathy Kuepfer 1107,4,Bob Jones 1090,4,4.00,TIE,1107,20,1487.89,-0.30,1487.59,1090,20,1477.51,0.30,1477.81
3353,5/5/2018,Andrew Korchok 1159,2,Beverly Vaillancourt 1101,6,4.00,P2,1159,40,1480.18,-9.71,1470.47,1101,20,1485.14,4.86,1490.00
3354,5/5/2018,Andrew Korchok 1159,2,Bob Jones 1090,6,4.00,P2,1159,40,1470.47,-9.58,1460.89,1090,20,1477.81,4.79,1482.60
3355,5/5/2018,Bob Jones 1090,2,Beverly Vaillancourt 1101,6,4.00,P2,1090,20,1482.60,-4.79,1477.81,1101,20,1490.00,4.79,1494.79
3356,5/5/2018,Bob Jones 1090,9,Rich van den Hoven 1197,3,6.00,P1,1090,20,1477.81,8.64,1486.45,1197,40,1504.22,-17.28,1486.94
3357,5/5/2018,Beverly Vaillancourt 1101,10,Cathy Kuepfer 1107,6,8.00,P1,1101,20,1494.79,4.59,1499.38,1107,20,1487.59,-4.59,1483.00
3358,5/5/2018,Bob Jones 1090,12,Beverly Vaillancourt 1101,2,7.00,P1,1090,20,1486.45,13.15,1499.60,1101,20,1499.38,-13.15,1486.23
3359,5/5/2018,Maxine Whitmore 1200,1,Bill Harris 1120,7,4.00,P2,1200,40,1500.00,-16.64,1483.36,1120,20,1471.41,8.32,1479.73
3360,5/5/2018,Maxine Whitmore 1200,6,Vera Gutzke 1134,2,4.00,P1,1200,40,1483.36,4.89,1488.25,1134,40,1392.50,-4.89,1387.61
3361,5/5/2018,Maxine Whitmore 1200,6,Dave Carnahan 1201,2,4.00,P1,1200,40,1488.25,10.68,1498.93,1201,40,1500.00,-10.68,1489.32
3362,5/5/2018,Maxine Whitmore 1200,4,Peter Carter 1105,4,4.00,TIE,1200,40,1498.93,-3.22,1495.71,1105,20,1442.59,1.61,1444.20
3363,5/5/2018,Maxine Whitmore 1200,1,Moochie Printup 1165,7,4.00,P2,1200,40,1495.71,-18.16,1477.55,1165,40,1440.36,18.16,1458.52
3364,5/5/2018,Maxine Whitmore 1200,4,Brian Henry 1148,4,4.00,TIE,1200,40,1477.55,-0.45,1477.10,1148,40,1469.76,0.45,1470.21
3365,5/5/2018,Maxine Whitmore 1200,4,Glen Bryans 1247,4,4.00,TIE,1200,40,1477.10,1.32,1478.42,1247,40,1500.00,-1.32,1498.68
3366,5/5/2018,Maxine Whitmore 1200,5,Janet Diebel 1131,3,4.00,P1,1200,40,1478.42,4.58,1483.00,1131,20,1471.08,-2.29,1468.79
3367,5/5/2018,Maxine Whitmore 1200,2,Howard Martin 1078,6,4.00,P2,1200,40,1483.00,-10.95,1472.05,1078,20,1466.45,5.48,1471.93
3368,5/5/2018,Bill Harris 1120,6,Dave Carnahan 1201,2,4.00,P1,1120,20,1479.73,5.28,1485.01,1201,40,1489.32,-10.55,1478.77
3369,5/5/2018,Bill Harris 1120,4,Moochie Printup 1165,4,4.00,TIE,1120,20,1485.01,-0.76,1484.25,1165,40,1458.52,1.52,1460.04
3370,5/5/2018,Bill Harris 1120,4,Glen Bryans 1247,4,4.00,TIE,1120,20,1484.25,0.42,1484.67,1247,40,1498.68,-0.83,1497.85
3371,5/5/2018,Bill Harris 1120,6,Howard Martin 1078,2,4.00,P1,1120,20,1484.67,4.63,1489.30,1078,20,1471.93,-4.63,1467.30
3372,5/5/2018,Bill Harris 1120,8,Vera Gutzke 1134,0,4.00,P1,1120,20,1489.30,7.15,1496.45,1134,40,1387.61,-14.31,1373.30
3373,5/5/2018,Bill Harris 1120,6,Peter Carter 1105,2,4.00,P1,1120,20,1496.45,3.51,1499.96,1105,20,1444.20,-3.51,1440.69
3374,5/5/2018,Bill Harris 1120,6,Brian Henry 1148,2,4.00,P1,1120,20,1499.96,4.15,1504.11,1148,40,1470.21,-8.29,1461.92
3375,5/5/2018,Bill Harris 1120,4,Janet Diebel 1131,4,4.00,TIE,1120,20,1504.11,-1.01,1503.10,1131,20,1468.79,1.01,1469.80
3376,5/5/2018,Brian Henry 1148,4,Moochie Printup 1165,4,4.00,TIE,1148,40,1461.92,-0.11,1461.81,1165,40,1460.04,0.11,1460.15
3377,5/5/2018,Brian Henry 1148,3,Glen Bryans 1247,5,4.00,P2,1148,40,1461.81,-2.93,1458.88,1247,40,1497.85,2.93,1500.78
3378,5/5/2018,Brian Henry 1148,4,Howard Martin 1078,4,4.00,TIE,1148,40,1458.88,0.48,1459.36,1078,20,1467.30,-0.24,1467.06
3379,5/5/2018,Brian Henry 1148,8,Vera Gutzke 1134,0,4.00,P1,1148,40,1459.36,15.14,1474.50,1134,40,1373.30,-15.14,1358.16
3380,5/5/2018,Brian Henry 1148,4,Peter Carter 1105,4,4.00,TIE,1148,20,1474.50,-0.97,1473.53,1105,20,1440.69,0.97,1441.66
3381,5/5/2018,Brian Henry 1148,3,Janet Diebel 1131,5,4.00,P2,1148,20,1473.53,-2.61,1470.92,1131,20,1469.80,2.61,1472.41
3382,5/5/2018,Brian Henry 1148,5,Dave Carnahan 1201,3,4.00,P1,1148,20,1470.92,2.73,1473.65,1201,40,1478.77,-5.45,1473.32
3383,5/5/2018,Moochie Printup 1165,3,Janet Diebel 1131,5,4.00,P2,1165,40,1460.15,-4.29,1455.86,1131,20,1472.41,2.15,1474.56
3384,5/5/2018,Moochie Printup 1165,3,Dave Carnahan 1201,5,4.00,P2,1165,40,1455.86,-4.00,1451.86,1201,40,1473.32,4.00,1477.32
3385,5/5/2018,Moochie Printup 1165,8,Glen Bryans 1247,0,4.00,P1,1165,40,1451.86,22.80,1474.66,1247,40,1500.78,-22.80,1477.98
3386,5/5/2018,Moochie Printup 1165,0,Howard Martin 1078,8,4.00,P2,1165,40,1474.66,-20.44,1454.22,1078,20,1467.06,10.22,1477.28
3387,5/5/2018,Moochie Printup 1165,2,Vera Gutzke 1134,6,4.00,P2,1165,40,1454.22,-15.39,1438.83,1134,40,1358.16,15.39,1373.55
3388,5/5/2018,Moochie Printup 1165,3,Peter Carter 1105,5,4.00,P2,1165,40,1438.83,-4.84,1433.99,1105,20,1441.66,2.42,1444.08
3389,5/5/2018,Vera Gutzke 1134,2,Howard Martin 1078,6,4.00,P2,1134,40,1373.55,-4.20,1369.35,1078,20,1477.28,2.10,1479.38
3390,5/5/2018,Vera Gutzke 1134,0,Peter Carter 1105,8,4.00,P2,1134,40,1369.35,-15.76,1353.59,1105,20,1444.08,7.88,1451.96
3391,5/5/2018,Vera Gutzke 1134,4,Janet Diebel 1131,4,4.00,TIE,1134,40,1353.59,6.70,1360.29,1131,20,1474.56,-3.35,1471.21
3392,5/5/2018,Vera Gutzke 1134,4,Dave Carnahan 1201,4,4.00,TIE,1134,40,1360.29,6.49,1366.78,1201,40,1477.32,-6.49,1470.83
3393,5/5/2018,Vera Gutzke 1134,5,Glen Bryans 1247,3,4.00,P1,1134,40,1366.78,11.19,1377.97,1247,40,1477.98,-11.19,1466.79
3394,5/5/2018,Howard Martin 1078,3,Peter Carter 1105,3,3.00,TIE,1078,20,1479.38,-0.59,1478.79,1105,20,1451.96,0.59,1452.55
3395,5/5/2018,Howard Martin 1078,3,Janet Diebel 1131,4,3.50,P2,1078,20,1478.79,-1.44,1477.35,1131,20,1471.21,1.44,1472.65
3396,5/5/2018,Howard Martin 1078,8,Dave Carnahan 1201,0,4.00,P1,1078,20,1477.35,9.81,1487.16,1201,40,1470.83,-19.62,1451.21
3397,5/5/2018,Howard Martin 1078,6,Glen Bryans 1247,2,4.00,P1,1078,20,1487.16,4.41,1491.57,1247,40,1466.79,-8.83,1457.96
3398,5/5/2018,Janet Diebel 1131,4,Dave Carnahan 1201,4,4.00,TIE,1131,20,1472.65,-0.62,1472.03,1201,40,1451.21,1.23,1452.44
3399,5/5/2018,Janet Diebel 1131,4,Glen Bryans 1247,4,4.00,TIE,1131,20,1472.03,-0.40,1471.63,1247,40,1457.96,0.81,1458.77
3400,5/5/2018,Janet Diebel 1131,5,Peter Carter 1105,3,4.00,P1,1131,20,1471.63,1.95,1473.58,1105,20,1452.55,-1.95,1450.60
3401,5/5/2018,Dave Carnahan 1201,4,Glen Bryans 1247,4,4.00,TIE,1201,40,1452.44,0.36,1452.80,1247,40,1458.77,-0.36,1458.41
3402,5/5/2018,Dave Carnahan 1201,6,Peter Carter 1105,2,4.00,P1,1201,40,1452.80,9.87,1462.67,1105,20,1450.60,-4.94,1445.66
3403,5/5/2018,Peter Carter 1105,8,Glen Bryans 1247,0,4.00,P1,1105,20,1445.66,10.37,1456.03,1247,40,1458.41,-20.73,1437.68
3404,5/5/2018,Bill Harris 1120,10,Janet Diebel 1131,2,6.00,P1,1120,20,1503.10,8.73,1511.83,1131,20,1473.58,-8.73,1464.85
3405,5/5/2018,Howard Martin 1078,10,Peter Carter 1105,6,8.00,P1,1078,20,1491.57,2.96,1494.53,1105,20,1456.03,-2.96,1453.07
3406,5/5/2018,Howard Martin 1078,11,Bill Harris 1120,3,7.00,P1,1078,20,1494.53,10.87,1505.40,1120,20,1511.83,-10.87,1500.96
3407,5/5/2018,Nathan Walsh 1060,8,Howard Martin 1078,0,4.00,P1,1060,20,1617.26,6.89,1624.15,1078,20,1505.40,-6.89,1498.51
3408,5/5/2018,Nathan Walsh 1060,4,Derek McKie 1121,4,4.00,TIE,1060,20,1624.15,-2.90,1621.25,1121,20,1520.56,2.90,1523.46
3409,5/5/2018,Nathan Walsh 1060,6,Dale Henry 1108,2,4.00,P1,1060,20,1621.25,-0.27,1620.98,1108,20,1417.43,0.27,1417.70
3410,5/5/2018,Nathan Walsh 1060,5,Janet Diebel 1131,3,4.00,P1,1060,20,1620.98,-1.71,1619.27,1131,20,1464.85,1.71,1466.56
3411,5/5/2018,Nathan Walsh 1060,6,Jo-Ann Carter 1104,2,4.00,P1,1060,20,1619.27,0.17,1619.44,1104,20,1436.07,-0.17,1435.90
3412,5/5/2018,Nathan Walsh 1060,4,Fred Slater 1072,4,4.00,TIE,1060,20,1619.44,-0.64,1618.80,1072,20,1597.10,0.64,1597.74
3413,5/5/2018,Nathan Walsh 1060,2,Roger Vaillancourt 1093,6,4.00,P2,1060,20,1618.80,-6.46,1612.34,1093,20,1567.59,6.46,1574.05
3414,5/5/2018,Nathan Walsh 1060,8,Michael Meleg 1157,0,4.00,P1,1060,20,1612.34,6.55,1618.89,1157,40,1487.54,-13.11,1474.43
3415,5/5/2018,Nathan Walsh 1060,6,Nolan Tracey 1122,2,4.00,P1,1060,20,1618.89,3.40,1622.29,1122,20,1562.87,-3.40,1559.47
3416,5/5/2018,Howard Martin 1078,2,Fred Slater 1072,6,4.00,P2,1078,20,1498.51,-2.22,1496.29,1072,20,1597.74,2.22,1599.96
3417,5/5/2018,Howard Martin 1078,0,Roger Vaillancourt 1093,8,4.00,P2,1078,20,1496.29,-7.80,1488.49,1093,20,1574.05,7.80,1581.85
3418,5/5/2018,Howard Martin 1078,0,Michael Meleg 1157,8,4.00,P2,1078,20,1488.49,-10.40,1478.09,1157,20,1474.43,10.40,1484.83
3419,5/5/2018,Howard Martin 1078,1,Nolan Tracey 1122,7,4.00,P2,1078,20,1478.09,-5.20,1472.89,1122,20,1559.47,5.20,1564.67
3420,5/5/2018,Howard Martin 1078,4,Jo-Ann Carter 1104,4,4.00,TIE,1078,20,1472.89,-1.06,1471.83,1104,20,1435.90,1.06,1436.96
3421,5/5/2018,Howard Martin 1078,4,Derek McKie 1121,4,4.00,TIE,1078,20,1471.83,1.48,1473.31,1121,20,1523.46,-1.48,1521.98
3422,5/5/2018,Howard Martin 1078,4,Dale Henry 1108,4,4.00,TIE,1078,20,1473.31,-1.59,1471.72,1108,20,1417.70,1.59,1419.29
3423,5/5/2018,Howard Martin 1078,2,Janet Diebel 1131,6,4.00,P2,1078,20,1471.72,-5.15,1466.57,1131,20,1466.56,5.15,1471.71
3424,5/5/2018,Dale Henry 1108,8,Jo-Ann Carter 1104,0,4.00,P1,1108,20,1419.29,10.51,1429.80,1104,20,1436.96,-10.51,1426.45
3425,5/5/2018,Dale Henry 1108,4,Janet Diebel 1131,4,4.00,TIE,1108,20,1429.80,1.20,1431.00,1131,20,1471.71,-1.20,1470.51
3426,5/5/2018,Dale Henry 1108,1,Fred Slater 1072,7,4.00,P2,1108,20,1431.00,-2.99,1428.01,1072,20,1599.96,2.99,1602.95
3427,5/5/2018,Dale Henry 1108,2,Roger Vaillancourt 1093,6,4.00,P2,1108,20,1428.01,-0.84,1427.17,1093,20,1581.85,0.84,1582.69
3428,5/5/2018,Dale Henry 1108,1,Michael Meleg 1157,7,4.00,P2,1108,20,1427.17,-5.86,1421.31,1157,20,1484.83,5.86,1490.69
3429,5/5/2018,Dale Henry 1108,4,Nolan Tracey 1122,4,4.00,TIE,1108,20,1421.31,3.91,1425.22,1122,20,1564.67,-3.91,1560.76
3430,5/5/2018,Dale Henry 1108,7,Derek McKie 1121,1,4.00,P1,1108,20,1425.22,10.22,1435.44,1121,20,1521.98,-10.22,1511.76
3431,5/5/2018,Jo-Ann Carter 1104,3,Michael Meleg 1157,5,4.00,P2,1104,20,1426.45,-0.67,1425.78,1157,20,1490.69,0.67,1491.36
3432,5/5/2018,Jo-Ann Carter 1104,8,Janet Diebel 1131,0,4.00,P1,1104,20,1425.78,11.28,1437.06,1131,20,1470.51,-11.28,1459.23
3433,5/5/2018,Jo-Ann Carter 1104,2,Nolan Tracey 1122,6,4.00,P2,1104,20,1437.06,-1.58,1435.48,1122,20,1560.76,1.58,1562.34
3434,5/5/2018,Jo-Ann Carter 1104,2,Fred Slater 1072,6,4.00,P2,1104,20,1435.48,-0.52,1434.96,1072,20,1602.95,0.52,1603.47
3435,5/5/2018,Jo-Ann Carter 1104,3,Derek McKie 1121,5,4.00,P2,1104,20,1434.96,-0.32,1434.64,1121,20,1511.76,0.32,1512.08
3436,5/5/2018,Jo-Ann Carter 1104,6,Roger Vaillancourt 1093,2,4.00,P1,1104,20,1434.64,9.02,1443.66,1093,20,1582.69,-9.02,1573.67
3437,5/5/2018,Roger Vaillancourt 1093,5,Michael Meleg 1157,3,4.00,P1,1093,20,1573.67,0.17,1573.84,1157,20,1491.36,-0.17,1491.19
3438,5/5/2018,Roger Vaillancourt 1093,0,Nolan Tracey 1122,8,4.00,P2,1093,20,1573.84,-10.33,1563.51,1122,20,1562.34,10.33,1572.67
3439,5/5/2018,Roger Vaillancourt 1093,6,Derek McKie 1121,2,4.00,P1,1093,20,1563.51,3.53,1567.04,1121,20,1512.08,-3.53,1508.55
3440,5/5/2018,Roger Vaillancourt 1093,4,Janet Diebel 1131,4,4.00,TIE,1093,20,1567.04,-3.01,1564.03,1131,20,1459.23,3.01,1462.24
3441,5/5/2018,Roger Vaillancourt 1093,3,Fred Slater 1072,5,4.00,P2,1093,20,1564.03,-1.37,1562.66,1072,20,1603.47,1.37,1604.84
3442,5/5/2018,Michael Meleg 1157,2,Nolan Tracey 1122,6,4.00,P2,1157,20,1491.19,-2.70,1488.49,1122,20,1572.67,2.70,1575.37
3443,5/5/2018,Michael Meleg 1157,2,Derek McKie 1121,6,4.00,P2,1157,20,1488.49,-4.42,1484.07,1121,20,1508.55,4.42,1512.97
3444,5/5/2018,Michael Meleg 1157,2,Janet Diebel 1131,6,4.00,P2,1157,20,1484.07,-5.63,1478.44,1131,20,1462.24,5.63,1467.87
3445,5/5/2018,Michael Meleg 1157,0,Fred Slater 1072,8,4.00,P2,1157,20,1478.44,-6.51,1471.93,1072,20,1604.84,6.51,1611.35
3446,5/5/2018,Derek McKie 1121,8,Janet Diebel 1131,0,4.00,P1,1121,20,1512.97,8.71,1521.68,1131,20,1467.87,-8.71,1459.16
3447,5/5/2018,Derek McKie 1121,0,Fred Slater 1072,8,4.00,P2,1121,20,1521.68,-7.47,1514.21,1072,20,1611.35,7.47,1618.82
3448,5/5/2018,Derek McKie 1121,5,Nolan Tracey 1122,3,4.00,P1,1121,20,1514.21,4.24,1518.45,1122,20,1575.37,-4.24,1571.13
3449,5/5/2018,Janet Diebel 1131,2,Fred Slater 1072,6,4.00,P2,1131,20,1459.16,-0.70,1458.46,1072,20,1618.82,0.70,1619.52
3450,5/5/2018,Janet Diebel 1131,0,Nolan Tracey 1122,8,4.00,P2,1131,20,1458.46,-6.87,1451.59,1122,20,1571.13,6.87,1578.00
3451,5/5/2018,Nolan Tracey 1122,4,Fred Slater 1072,4,4.00,TIE,1122,20,1578.00,1.19,1579.19,1072,20,1619.52,-1.19,1618.33
3452,5/5/2018,Brian Henry 1148,1,Andrew Hutchinson 1113,7,4.00,P2,1148,20,1473.65,-3.07,1470.58,1113,20,1639.17,3.07,1642.24
3453,5/5/2018,Brian Henry 1148,0,Clare Kuepfer 1102,8,4.00,P2,1148,20,1470.58,-8.92,1461.66,1102,20,1508.33,8.92,1517.25
3454,5/5/2018,Brian Henry 1148,0,Justin Slater 1071,8,4.00,P2,1148,20,1461.66,-3.47,1458.19,1071,20,1732.58,3.47,1736.05
3455,5/5/2018,Brian Henry 1148,1,Cathy Kuepfer 1107,7,4.00,P2,1148,20,1458.19,-6.79,1451.40,1107,20,1483.00,6.79,1489.79
3456,5/5/2018,Brian Henry 1148,2,Jeremy Tracey 1114,6,4.00,P2,1148,20,1451.40,-0.98,1450.42,1114,20,1599.23,0.98,1600.21
3457,5/5/2018,Brian Henry 1148,4,Moochie Printup 1165,4,4.00,TIE,1148,20,1450.42,-0.47,1449.95,1165,40,1433.99,0.95,1434.94
3458,5/5/2018,Brian Henry 1148,0,Glen Bryans 1247,8,4.00,P2,1148,20,1449.95,-10.35,1439.60,1247,40,1437.68,20.71,1458.39
3459,5/5/2018,Brian Henry 1148,4,Tony van den Hoven 1198,4,4.00,TIE,1148,20,1439.60,0.18,1439.78,1198,40,1445.92,-0.36,1445.56
3460,5/5/2018,Brian Henry 1148,4,Vera Gutzke 1134,4,4.00,TIE,1148,20,1439.78,-1.76,1438.02,1134,40,1377.97,3.52,1381.49
3461,5/5/2018,Andrew Hutchinson 1113,2,Justin Slater 1071,6,4.00,P2,1113,20,1642.24,-2.36,1639.88,1071,20,1736.05,2.36,1738.41
3462,5/5/2018,Andrew Hutchinson 1113,4,Jeremy Tracey 1114,4,4.00,TIE,1113,20,1639.88,-1.14,1638.74,1114,20,1600.21,1.14,1601.35
3463,5/5/2018,Andrew Hutchinson 1113,6,Glen Bryans 1247,2,4.00,P1,1113,20,1638.74,0.23,1638.97,1247,40,1458.39,-0.46,1457.93
3464,5/5/2018,Andrew Hutchinson 1113,8,Vera Gutzke 1134,0,4.00,P1,1113,20,1638.97,3.70,1642.67,1134,40,1381.49,-7.40,1374.09
3465,5/5/2018,Andrew Hutchinson 1113,4,Clare Kuepfer 1102,4,4.00,TIE,1113,20,1642.67,-3.46,1639.21,1102,20,1517.25,3.46,1520.71
3466,5/5/2018,Andrew Hutchinson 1113,8,Cathy Kuepfer 1107,0,4.00,P1,1113,20,1639.21,5.95,1645.16,1107,20,1489.79,-5.95,1483.84
3467,5/5/2018,Andrew Hutchinson 1113,7,Moochie Printup 1165,1,4.00,P1,1113,20,1645.16,2.09,1647.25,1165,40,1434.94,-4.19,1430.75
3468,5/5/2018,Andrew Hutchinson 1113,8,Tony van den Hoven 1198,0,4.00,P1,1113,20,1647.25,4.77,1652.02,1198,40,1445.56,-9.54,1436.02
3469,5/5/2018,Jeremy Tracey 1114,8,Moochie Printup 1165,0,4.00,P1,1114,20,1601.35,5.45,1606.80,1165,40,1430.75,-10.90,1419.85
3470,5/5/2018,Jeremy Tracey 1114,6,Tony van den Hoven 1198,2,4.00,P1,1114,20,1606.80,0.45,1607.25,1198,40,1436.02,-0.89,1435.13
3471,5/5/2018,Jeremy Tracey 1114,2,Justin Slater 1071,6,4.00,P2,1114,20,1607.25,-1.39,1605.86,1071,20,1738.41,1.39,1739.80
3472,5/5/2018,Jeremy Tracey 1114,8,Glen Bryans 1247,0,4.00,P1,1114,20,1605.86,5.98,1611.84,1247,40,1457.93,-11.96,1445.97
3473,5/5/2018,Jeremy Tracey 1114,6,Vera Gutzke 1134,2,4.00,P1,1114,20,1611.84,-0.94,1610.90,1134,20,1374.09,0.94,1375.03
3474,5/5/2018,Jeremy Tracey 1114,6,Clare Kuepfer 1102,2,4.00,P1,1114,20,1610.90,2.46,1613.36,1102,20,1520.71,-2.46,1518.25
3475,5/5/2018,Jeremy Tracey 1114,8,Cathy Kuepfer 1107,0,4.00,P1,1114,20,1613.36,6.44,1619.80,1107,20,1483.84,-6.44,1477.40
3476,5/5/2018,Moochie Printup 1165,4,Glen Bryans 1247,4,4.00,TIE,1165,40,1419.85,1.50,1421.35,1247,40,1445.97,-1.50,1444.47
3477,5/5/2018,Moochie Printup 1165,7,Vera Gutzke 1134,1,4.00,P1,1165,40,1421.35,12.35,1433.70,1134,20,1375.03,-6.17,1368.86
3478,5/5/2018,Moochie Printup 1165,2,Clare Kuepfer 1102,6,4.00,P2,1165,40,1433.70,-5.23,1428.47,1102,20,1518.25,2.61,1520.86
3479,5/5/2018,Moochie Printup 1165,4,Cathy Kuepfer 1107,4,4.00,TIE,1165,40,1428.47,2.80,1431.27,1107,20,1477.40,-1.40,1476.00
3480,5/5/2018,Moochie Printup 1165,2,Tony van den Hoven 1198,6,4.00,P2,1165,40,1431.27,-9.78,1421.49,1198,40,1435.13,9.78,1444.91
3481,5/5/2018,Moochie Printup 1165,0,Justin Slater 1071,8,4.00,P2,1165,40,1421.49,-5.52,1415.97,1071,20,1739.80,2.76,1742.56
3482,5/5/2018,Justin Slater 1071,8,Tony van den Hoven 1198,0,4.00,P1,1071,20,1742.56,3.05,1745.61,1198,40,1444.91,-6.11,1438.80
3483,5/5/2018,Justin Slater 1071,8,Glen Bryans 1247,0,4.00,P1,1071,20,1745.61,3.00,1748.61,1247,40,1444.47,-6.01,1438.46
3484,5/5/2018,Justin Slater 1071,8,Vera Gutzke 1134,0,4.00,P1,1071,20,1748.61,2.02,1750.63,1134,20,1368.86,-2.02,1366.84
3485,5/5/2018,Justin Slater 1071,8,Clare Kuepfer 1102,0,4.00,P1,1071,20,1750.63,4.21,1754.84,1102,20,1520.86,-4.21,1516.65
3486,5/5/2018,Justin Slater 1071,8,Cathy Kuepfer 1107,0,4.00,P1,1071,20,1754.84,3.35,1758.19,1107,20,1476.00,-3.35,1472.65
3487,5/5/2018,Tony van den Hoven 1198,6,Glen Bryans 1247,2,4.00,P1,1198,40,1438.80,9.98,1448.78,1247,40,1438.46,-9.98,1428.48
3488,5/5/2018,Tony van den Hoven 1198,6,Vera Gutzke 1134,2,4.00,P1,1198,40,1448.78,5.37,1454.15,1134,20,1366.84,-2.68,1364.16
3489,5/5/2018,Tony van den Hoven 1198,4,Clare Kuepfer 1102,4,4.00,TIE,1198,40,1454.15,3.56,1457.71,1102,20,1516.65,-1.78,1514.87
3490,5/5/2018,Tony van den Hoven 1198,6,Cathy Kuepfer 1107,2,4.00,P1,1198,40,1457.71,10.86,1468.57,1107,20,1472.65,-5.43,1467.22
3491,5/5/2018,Clare Kuepfer 1102,8,Vera Gutzke 1134,0,4.00,P1,1102,20,1514.87,5.92,1520.79,1134,20,1364.16,-5.92,1358.24
3492,5/5/2018,Clare Kuepfer 1102,6,Cathy Kuepfer 1107,2,4.00,P1,1102,20,1520.79,3.47,1524.26,1107,20,1467.22,-3.47,1463.75
3493,5/5/2018,Clare Kuepfer 1102,6,Glen Bryans 1247,2,4.00,P1,1102,20,1524.26,2.31,1526.57,1247,40,1428.48,-4.62,1423.86
3494,5/5/2018,Vera Gutzke 1134,0,Cathy Kuepfer 1107,8,4.00,P2,1134,20,1358.24,-7.05,1351.19,1107,20,1463.75,7.05,1470.80
3495,5/5/2018,Vera Gutzke 1134,2,Glen Bryans 1247,6,4.00,P2,1134,20,1351.19,-2.94,1348.25,1247,40,1423.86,5.88,1429.74
3496,5/5/2018,Cathy Kuepfer 1107,7,Glen Bryans 1247,1,4.00,P1,1107,20,1470.80,6.32,1477.12,1247,40,1429.74,-12.65,1417.09
3497,5/5/2018,Dave Carnahan 1201,4,Jon Conrad 1069,4,4.00,TIE,1201,40,1462.67,10.90,1473.57,1069,20,1674.92,-5.45,1669.47
3498,5/5/2018,Dave Carnahan 1201,6,Maxine Whitmore 1200,2,4.00,P1,1201,40,1473.57,9.91,1483.48,1200,40,1472.05,-9.91,1462.14
3499,5/5/2018,Dave Carnahan 1201,0,Robert Bonnett 1075,8,4.00,P2,1201,40,1483.48,-13.25,1470.23,1075,20,1605.50,6.63,1612.13
3500,5/5/2018,Dave Carnahan 1201,0,Brian Simpson 1103,8,4.00,P2,1201,40,1470.23,-13.75,1456.48,1103,20,1582.65,6.87,1589.52
3501,5/5/2018,Dave Carnahan 1201,0,Jason Beierling 1063,8,4.00,P2,1201,40,1456.48,-9.08,1447.40,1063,20,1669.46,4.54,1674.00
3502,5/5/2018,Dave Carnahan 1201,2,Bob Jones 1090,6,4.00,P2,1201,40,1447.40,-7.02,1440.38,1090,20,1499.60,3.51,1503.11
3503,5/5/2018,Dave Carnahan 1201,0,Rex Johnston 1076,8,4.00,P2,1201,40,1440.38,-14.28,1426.10,1076,20,1542.55,7.14,1549.69
3504,5/5/2018,Dave Carnahan 1201,5,Bill Harris 1120,3,4.00,P1,1201,40,1426.10,9.24,1435.34,1120,20,1500.96,-4.62,1496.34
3505,5/5/2018,Dave Carnahan 1201,1,Cor van den Hoven 1166,7,4.00,P2,1201,40,1435.34,-11.35,1423.99,1166,20,1499.49,5.67,1505.16
3506,5/5/2018,Jon Conrad 1069,7,Robert Bonnett 1075,1,4.00,P1,1069,20,1669.47,5.86,1675.33,1075,20,1612.13,-5.86,1606.27
3507,5/5/2018,Jon Conrad 1069,2,Jason Beierling 1063,6,4.00,P2,1069,20,1675.33,-5.04,1670.29,1063,20,1674.00,5.04,1679.04
3508,5/5/2018,Jon Conrad 1069,6,Rex Johnston 1076,2,4.00,P1,1069,20,1670.29,1.66,1671.95,1076,20,1549.69,-1.66,1548.03
3509,5/5/2018,Jon Conrad 1069,6,Cor van den Hoven 1166,2,4.00,P1,1069,20,1671.95,0.54,1672.49,1166,20,1505.16,-0.54,1504.62
3510,5/5/2018,Jon Conrad 1069,8,Maxine Whitmore 1200,0,4.00,P1,1069,20,1672.49,4.59,1677.08,1200,40,1462.14,-9.18,1452.96
3511,5/5/2018,Jon Conrad 1069,4,Brian Simpson 1103,4,4.00,TIE,1069,20,1677.08,-2.47,1674.61,1103,20,1589.52,2.47,1591.99
3512,5/5/2018,Jon Conrad 1069,3,Bob Jones 1090,5,4.00,P2,1069,20,1674.61,-7.07,1667.54,1090,20,1503.11,7.07,1510.18
3513,5/5/2018,Jon Conrad 1069,7,Bill Harris 1120,1,4.00,P1,1069,20,1667.54,2.94,1670.48,1120,20,1496.34,-2.94,1493.40
3514,5/5/2018,Robert Bonnett 1075,8,Bill Harris 1120,0,4.00,P1,1075,20,1606.27,6.86,1613.13,1120,20,1493.40,-6.86,1486.54
3515,5/5/2018,Robert Bonnett 1075,2,Jason Beierling 1063,6,4.00,P2,1075,20,1613.13,-3.13,1610.00,1063,20,1679.04,3.13,1682.17
